OBJECTID,NAME,XCoord,YCoord,LATIT,LONGI,
7097,Gretna Chiropractic Center,-96.2397418,41.1408322,41.140832,-96.239742,
7098,Family Medicine Associates Center,-96.2397418,41.1408322,41.140832,-96.239742,
7099,Cardiology Clinic,-96.6530706,40.7972232,40.797223,-96.653071,
7100,Orchard Park,-96.6533487,40.7816677,40.781668,-96.653349,
7101,Elders Plus Building,-96.6291805,40.8355562,40.835556,-96.62918,
7102,Lincoln Surgical Hospital,-96.6235298,40.7944209,40.794421,-96.62353,
7103,Line-Care Center,-96.6822375,40.8430568,40.843057,-96.682237,
7104,Great Plains Ear Nose Throat Head and Neck Surgery Institute,-96.639181,40.8180563,40.818056,-96.639181,
7105,Ambassador Lincoln Center,-96.6583487,40.7883343,40.788334,-96.658349,
7106,Holmes Lake Manor,-96.6366814,40.7869452,40.786945,-96.636681,
7107,Legacy Center,-96.6433485,40.7702787,40.770279,-96.643348,
7108,Lancaster Manor,-96.7061278,40.7913904,40.79139,-96.706128,
7109,Just Like Home,-96.6508488,40.7669454,40.766945,-96.650849,
7110,Linc-Care Center,-96.6641827,40.7486122,40.748612,-96.664183,
7111,Wedgewood Medical Center,-96.6225139,40.8127784,40.812778,-96.622514,
7112,Independence House,-96.6669599,40.8000011,40.800001,-96.66696,
7113,Bel-Air Home,-96.6869605,40.799168,40.799168,-96.68696,
7114,Gramercy Hill Center,-96.6280698,40.7994451,40.799445,-96.62807,
7115,Lincoln Urgent Care Center,-96.6711265,40.81389,40.81389,-96.671126,
7116,Eastmont Towers,-96.6336253,40.8130563,40.813056,-96.633625,
7117,Saint Elizabeth Wound Care Center,-96.6183471,40.8130561,40.813056,-96.618347,
7118,Victorian Building,-96.6850158,40.8155569,40.815557,-96.685016,
7119,Milder Manor,-96.6916829,40.7952791,40.795279,-96.691683,
7120,Cardiovasculaar Thoracic Surgery Center,-96.6530706,40.7972232,40.797223,-96.653071,
7121,Veterinary Basic Science Building,-96.6605704,40.8322232,40.832223,-96.66057,
7122,Veterinary Diagnostic Center,-96.6600148,40.8322231,40.832223,-96.660015,
7123,Veterinary Animal Research Facility,-96.6602926,40.8333342,40.833334,-96.660293,
7124,Richard H Young Memorial Hospital,-95.9483479,41.2563875,41.256388,-95.948348,
7125,Saint Joseph Center for Mental Health,-95.9275139,41.238332,41.238332,-95.927514,
7126,Saint Joseph Villa,-95.9283473,41.238332,41.238332,-95.928347,
7127,Lutheran Home,-95.9525147,41.2544431,41.254443,-95.952515,
7128,Boys Town National Research Hospital,-95.9558423,41.2641994,41.264199,-95.955842,
7129,Florence Home,-95.9589027,41.3324971,41.332497,-95.958903,
7130,Lindenwood Nursing Home,-95.9736264,41.2505544,41.250554,-95.973626,
7131,The Nebraska Medical Center,-95.977752,41.2564573,41.256457,-95.977752,
7132,Clarkson West Medical Center,-95.9780708,41.234721,41.234721,-95.978071,
7133,Omaha Nursing Home,-95.9875151,41.2116656,41.211666,-95.987515,
7134,Ambassador Care Center,-96.024461,41.2744428,41.274443,-96.024461,
7135,CHI Health - Immanuel Medical Center,-96.0200707,41.3218884,41.321888,-96.020071,
7136,Immanuel Fontenelle Home,-96.0202934,41.3222197,41.32222,-96.020293,
7137,Alegent Health Mercy Care Center,-96.0294614,41.2394433,41.239443,-96.029461,
7138,Comfort Homes of Nebraska,-96.0475175,41.2638876,41.263888,-96.047517,
7139,Suburban West Medical PC Building,-96.0489063,41.2338878,41.233888,-96.048906,
7140,Rush Pediatric Clinic,-96.0477952,41.2322211,41.232221,-96.047795,
7141,Mid America Care Center,-96.0625181,41.2563877,41.256388,-96.062518,
7142,Rose Blumkin Jewish Home,-96.1191867,41.2583322,41.258332,-96.119187,
7143,Clarkson Primary Care Building - Millard,-96.1205747,41.2122212,41.212221,-96.120575,
7144,A Better View,-96.1391865,41.2152768,41.215277,-96.139186,
7145,Ponca Health and Wellness Center,-95.9502919,41.2149988,41.214999,-95.950292,
7146,Physicians Clinic,-95.9633479,41.2119432,41.211943,-95.963348,
7147,Physicians Clinic - First Eye Associates,-95.9633479,41.2119432,41.211943,-95.963348,
7148,Womens Medical Center of Nebraska,-95.9894597,41.2130545,41.213055,-95.98946,
7149,Creighton Medical Association - Q Street,-96.0869624,41.2058322,41.205832,-96.086962,
7150,Clarkson Primary Care Center,-95.9975152,41.2999979,41.299998,-95.997515,
7151,Sterling House Assisted Living,-96.0900186,41.2780541,41.278054,-96.090019,
7152,Alegent Health Immediate Care Clinic,-95.9886267,41.2416656,41.241666,-95.988627,
7153,Healthspring Medical Group - Chicago Court,-96.0375172,41.2624987,41.262499,-96.037517,
7154,Good Samaritan Center,-96.1136297,41.2027768,41.202777,-96.11363,
7155,Children's Hospital and Medical Center,-96.0421072,41.260121,41.260121,-96.042107,
7156,Nebraska Methodist Hospital,-96.0421987,41.2590178,41.259018,-96.042199,
7157,The Paxton Center,-95.9350142,41.2572207,41.257221,-95.935014,
7158,Plastic Surgical Center PC,-95.9769598,41.2574987,41.257499,-95.97696,
7159,Clarkson Primary Care Center,-95.9777931,41.2580543,41.258054,-95.977793,
7160,Hickory Villa,-96.0266836,41.2430545,41.243055,-96.026684,
7161,Sterling House Assisted Living Center,-96.0280725,41.2438878,41.243888,-96.028072,
7162,CHI Health - Lakeside Hospital,-96.180435,41.2376983,41.237698,-96.180435,
7163,Alegent Health Immediate Care Clinic,-96.1808551,41.2347213,41.234721,-96.180855,
7164,Healthspring Medical Group - Benson,-96.0091825,41.285276,41.285276,-96.009182,
7165,Aksarben Manor,-96.0280724,41.23861,41.23861,-96.028072,
7166,Alegent Behavioral Health Services Building,-96.0319615,41.2391656,41.239166,-96.031961,
7167,Omaha Surgical Consultants PC Center,-96.0319615,41.2391656,41.239166,-96.031961,
7168,Heart Lung and Vascular Surgery PC Center,-96.0319615,41.2391656,41.239166,-96.031961,
7169,Clarkson Primary Care - Internal Medicine Associates Building,-96.0983525,41.268332,41.268332,-96.098352,
7170,Nebraska Spine Surgeons PC Center,-96.0983525,41.268332,41.268332,-96.098352,
7171,Charles Drew Health Center,-95.9386252,41.2702761,41.270276,-95.938625,
7172,Brighton Gardens,-96.0672402,41.2716653,41.271665,-96.06724,
7173,Oak Grove Manor,-95.9864037,41.3097198,41.30972,-95.986404,
7174,Florence Heights Village,-95.9614029,41.3258305,41.325831,-95.961403,
7175,Ville De Sante,-96.0069598,41.3127754,41.312775,-96.00696,
7176,Omaha Surgical Center,-96.0394616,41.23361,41.23361,-96.039462,
7177,Jensen Clinic,-96.0494619,41.2341656,41.234166,-96.049462,
7178,Alegent Health Surgery Center,-96.0964079,41.2347212,41.234721,-96.096408,
7179,Midwest Minor Medical Center,-96.1247421,41.2344434,41.234443,-96.124742,
7180,Clarkson Primary Care Center,-96.1211305,41.2924983,41.292498,-96.12113,
7181,Childrens Urgent Care Center,-96.1275196,41.2924983,41.292498,-96.12752,
7182,Fitzgerald Veterans Home,-96.154465,41.2902762,41.290276,-96.154465,
7183,Prime Time Medical Center for Men,-95.937792,41.2586096,41.25861,-95.937792,
7184,Childrens Urgent Care Center,-95.937792,41.2586096,41.25861,-95.937792,
7185,University Hospital,-95.9777932,41.2549987,41.254999,-95.977793,
7186,Durham Outpatient Center,-95.9789043,41.2549987,41.254999,-95.978904,
7187,Lied Transplant Center,-95.9772376,41.2544431,41.254443,-95.977238,
7188,Valhaven Nursing Center,-96.3519689,41.3069439,41.306944,-96.351969,
7189,Skyline Medical Center,-96.2433576,41.2622212,41.262221,-96.243358,
7190,Creighton University Medical Center,-95.9544898,41.2651068,41.265107,-95.95449,
7191,Family Medical Center,-96.2336343,41.2861097,41.28611,-96.233634,
7192,Newport Hospital,-71.3061899,41.4972106,41.497211,-71.30619,
7193,Rhode Island State Hospital (historical),-71.5428388,41.5539897,41.55399,-71.542839,
7194,South County Hospital,-71.4967601,41.4309339,41.430934,-71.49676,
7195,Westerly Hospital,-71.8258,41.36209,41.36209,-71.8258,
7196,Kent Hospital,-71.4775155,41.7052145,41.705215,-71.477515,
7197,Lakeside Preventorium (historical),-71.4111669,41.7267676,41.726768,-71.411167,
7198,Providence Hospital,-71.4325568,41.6906566,41.690657,-71.432557,
7199,Butler Hospital,-71.3800271,41.8426428,41.842643,-71.380027,
7200,Cranston General Hospital (historical),-71.4014444,41.7778785,41.777879,-71.401444,
7201,Dexter Asylum (historical),-71.3967225,41.8312113,41.831211,-71.396722,
7202,Eleanor Slater Hospital Zambarano Memorial Unit,-71.7625648,41.9972334,41.997233,-71.762565,
7203,Emma Pendleton Bradley Hospital,-71.3673928,41.7923842,41.792384,-71.367393,
7204,Fogarty Memorial Hospital,-71.5400625,42.002876,42.002876,-71.540062,
7205,Homeopathic Hospital (historical),-71.4350577,41.8348222,41.834822,-71.435058,
7206,Landmark Medical Center,-71.4957345,42.0047598,42.00476,-71.495734,
7207,Memorial Hospital of Rhode Island,-71.3762196,41.8699766,41.869977,-71.37622,
7208,The Miriam Hospital,-71.3980705,41.8519935,41.851994,-71.39807,
7209,Notre Dame Ambulatory Center,-71.3884198,41.8933932,41.893393,-71.38842,
7210,Rhode Island State Hospital,-71.4703365,41.7473227,41.747323,-71.470336,
7211,Providence Veterans Affairs Medical Center,-71.4335016,41.8321468,41.832147,-71.433502,
7212,Dental Clinic,-96.1758551,43.0763735,43.076374,-96.175855,
7213,Sioux Center Health Hospital,-96.1580346,43.0683671,43.068367,-96.158035,
7214,Sioux Center Medical Clinic,-96.1764106,43.0722069,43.072207,-96.176411,
7215,Physical Therapy Health Clinic,-96.1761329,43.0799845,43.079985,-96.176133,
7216,Driesen Eye Center,-96.1752996,43.0799845,43.079985,-96.1753,
7217,Kragt Chiropractic Clinic,-96.1741884,43.0783178,43.078318,-96.174188,
7218,Valley Manor Nursing Home,-96.2841925,43.203315,43.203315,-96.284192,
7219,Hegg Memorial Hospital,-96.2843621,43.2021829,43.202183,-96.284362,
7220,Hegg Medical Clinic,-96.2841924,43.2022039,43.202204,-96.284192,
7221,Plains Area Mental Health Center,-96.2841924,43.2022039,43.202204,-96.284192,
7222,Family Eye Care Associates Center,-96.0558522,43.0063754,43.006375,-96.055852,
7223,Chiropractic Associates of Siouxland Building,-96.0594634,43.0066532,43.006653,-96.059463,
7224,Heritage House Nursing Home,-96.0564077,43.0005423,43.000542,-96.056408,
7225,Orange City Chiropractic Center,-96.0564077,43.0052644,43.005264,-96.056408,
7226,Orange City Dentistry Building,-96.0564077,43.0052644,43.005264,-96.056408,
7227,Northwest Surgery Building,-96.05863,43.0091531,43.009153,-96.05863,
7228,Midlands Clinic Hearing Services,-96.05863,43.0097086,43.009709,-96.05863,
7229,Orange City Hospital,-96.0450128,42.9945298,42.99453,-96.045013,
7230,Orange City Medical Clinic,-96.05863,43.0097086,43.009709,-96.05863,
7231,Ireton Medical Clinic,-96.3186362,42.9752656,42.975266,-96.318636,
7232,Ireton Family Practice Building,-96.3180807,42.9752656,42.975266,-96.318081,
7233,Ewoldt Chiropractic Clinic,-96.1336329,43.1885919,43.188592,-96.133633,
7234,Hull Family Physicians Building,-96.1336329,43.1885919,43.188592,-96.133633,
7235,Pleasant Acres Care Center,-96.1336329,43.1885919,43.188592,-96.133633,
7236,Hospers Medical Clinic,-95.9047384,43.0716492,43.071649,-95.904738,
7237,Hawarden Family Medical Center,-96.4864197,42.996655,42.996655,-96.48642,
7238,Hawarden Family Practice Clinic,-96.4797528,42.9983215,42.998322,-96.479753,
7239,Hillcrest Health Care Center,-96.4808642,43.0091547,43.009155,-96.480864,
7240,Hawarden Chiropractic Health,-96.4725303,42.9972104,42.99721,-96.47253,
7241,Hawarden Regional Healthcare Medical Center,-96.4798882,42.998501,42.998501,-96.479888,
7242,Alton Chiropractic Clinic,-96.0094624,42.9872091,42.987209,-96.009462,
7243,Rapids Chiropractic Clinic,-96.1744708,43.4227502,43.42275,-96.174471,
7244,Jones Chiropractic Clinic,-96.1711375,43.4305277,43.430528,-96.171137,
7245,Lyon Manor Care Center,-96.1753041,43.4205281,43.420528,-96.175304,
7246,Pioneer Medical Center,-96.1719707,43.4233057,43.423306,-96.171971,
7247,Sanford Rock Rapids Medical Center,-96.1719887,43.4238167,43.423817,-96.171989,
7248,Larchwood Chiropractic Clinic,-96.434205,43.4535862,43.453586,-96.434205,
7249,Denture Clinic,-96.434205,43.4535862,43.453586,-96.434205,
7250,Larchwood Medical Clinic,-96.434205,43.4535862,43.453586,-96.434205,
7251,Canton Family Physicians Building,-96.4283686,43.3069244,43.306924,-96.428369,
7252,Family Health Care Building,-96.0027987,43.3452513,43.345251,-96.002799,
7253,Pioneer Medical Center,-96.0022431,43.3463623,43.346362,-96.002243,
7254,George Community Good Samaritan Hospital,-95.9939097,43.3491399,43.34914,-95.99391,
7255,Iowa Eye Institute,-96.1625222,42.79249,42.79249,-96.162522,
7256,Chiropractic Health Center,-96.1602999,42.79249,42.79249,-96.1603,
7257,Floyd Valley Hospital,-96.155578,42.7961733,42.796173,-96.155578,
7258,Northwest Surgery Center,-96.1555776,42.796101,42.796101,-96.155578,
7259,Le Mars Optometric Clinic,-96.1689112,42.7938789,42.793879,-96.168911,
7260,Walton Dental Health Center,-96.1689112,42.7944344,42.794434,-96.168911,
7261,Le Mars Optometric Center,-96.1658556,42.7938789,42.793879,-96.165856,
7262,Chiropractic Clinic,-96.1655778,42.7933233,42.793323,-96.165578,
7263,Zollman Chiropractic Clinic,-96.1586331,42.8122119,42.812212,-96.158633,
7264,Chiropractic Associates Building,-96.173078,42.7891567,42.789157,-96.173078,
7265,Krull Chiropractic Center,-96.1733558,42.7919344,42.791934,-96.173356,
7266,Medical Associates Building,-96.1564109,42.7949899,42.79499,-96.156411,
7267,Plymouth Manor Care Center,-96.1544666,42.781379,42.781379,-96.154467,
7268,Happy Siesta Nursing Home,-95.9669621,42.8094333,42.809433,-95.966962,
7269,Medical Associates,-95.9736288,42.8152667,42.815267,-95.973629,
7270,Remsen Chiropractic Clinic,-95.9736288,42.8141556,42.814156,-95.973629,
7271,Remsen Dental Center,-95.9736288,42.8141556,42.814156,-95.973629,
7272,Northwest Foot and Ankle Association,-95.9677943,42.588324,42.588324,-95.967794,
7273,Kingsley Chiropractic Clinic,-95.9683499,42.5880463,42.588046,-95.96835,
7274,Colonial Manor of Kingsley,-95.9725167,42.590824,42.590824,-95.972517,
7275,Kingsley Nursing and Rehabilitation Center,-95.9725167,42.590824,42.590824,-95.972517,
7276,Kingsley Medical Clinic,-95.966961,42.5874907,42.587491,-95.966961,
7277,Akron Chiropractic Center,-96.5586439,42.828604,42.828604,-96.558644,
7278,Akron Family Practice Clinic,-96.5580884,42.8286039,42.828604,-96.558088,
7279,Akron City Convalescent Care,-96.5600328,42.8236041,42.823604,-96.560033,
7280,Akron Dental Clinic,-96.5594773,42.8288818,42.828882,-96.559477,
7281,Beeck Family Chiropractic Clinic,-96.5594773,42.8288818,42.828882,-96.559477,
7282,Saint Lukes Gordon Recovery Center,-96.1658556,42.7938789,42.793879,-96.165856,
7283,Christian Retirement Home,-95.8414051,43.1802559,43.180256,-95.841405,
7284,Sheldon Family Practice Association,-95.8464053,43.1869223,43.186922,-95.846405,
7285,Oak Park Care Center,-95.8464053,43.1869223,43.186922,-95.846405,
7286,Northwest Iowa Health Center,-95.8464053,43.1869223,43.186922,-95.846405,
7287,Pellerin Chiropractic Clinic,-95.8447386,43.1855336,43.185534,-95.844739,
7288,Ruby Chiropractic Clinic,-95.8533499,43.1824782,43.182478,-95.85335,
7289,Ruby Chiropractic Clinic,-95.8341828,43.1819224,43.181922,-95.834183,
7290,Miedema Chiropractic Clinic,-95.853072,43.1805338,43.180534,-95.853072,
7291,Northwest Iowa Urologists Center,-95.8561276,43.1810893,43.181089,-95.856128,
7292,Sheldon Chiropractic Clinic,-95.8561276,43.1810893,43.181089,-95.856128,
7293,Sutherland Family Medicine Center,-95.4983392,42.9741435,42.974144,-95.498339,
7294,Wurth Chiropractic Clinic,-95.4994504,42.971088,42.971088,-95.49945,
7295,Prairie View Retirement Home,-95.6630677,43.1858087,43.185809,-95.663068,
7296,Sanborn Medical Clinic,-95.656123,43.1833087,43.183309,-95.656123,
7297,Sanborn Chiropractic Clinic,-95.6552896,43.1821976,43.182198,-95.65529,
7298,Ohme Medical Clinic,-95.6238987,43.088866,43.088866,-95.623899,
7299,Primghar Care Center,-95.624732,43.0930326,43.093033,-95.624732,
7300,Primghar Chiropractic Center,-95.6277876,43.0860884,43.086088,-95.627788,
7301,Baum Harmon Mercy Hospital,-95.623733,43.088791,43.088791,-95.623733,
7302,Paullina Family Medical Clinic,-95.6872323,42.9780368,42.978037,-95.687232,
7303,Paullina Chiropractic Center,-95.6866767,42.9791479,42.979148,-95.686677,
7304,Mill Creek Family Practice,-95.6794544,42.9833142,42.983314,-95.679454,
7305,Eyecare Center,-95.6866767,42.9794256,42.979426,-95.686677,
7306,Wide View Rest Home,-95.6922323,42.9849812,42.984981,-95.692232,
7307,Mercy Family Care Center - Hartley,-95.4880628,43.1833059,43.183306,-95.488063,
7308,Community Memorial Health Center,-95.4880628,43.1833059,43.183306,-95.488063,
7309,Hartley Clinic,-95.4711177,43.1852502,43.18525,-95.471118,
7310,Sweeney Chiropractic Clinic,-95.4711177,43.1852502,43.18525,-95.471118,
7311,Hartley Chiropractic Center,-95.4752846,43.1827503,43.18275,-95.475285,
7312,Northwest Iowa Health Center,-95.6280654,43.0833106,43.083311,-95.628065,
7313,Millies Rest Home,-95.48945,42.9719213,42.971921,-95.48945,
7314,Northwest Iowa Urologists Center,-95.5480628,42.7591497,42.75915,-95.548063,
7315,Cherokee Regional Medical Center,-95.5481105,42.759308,42.759308,-95.54811,
7316,Sioux Valley Medical Associates Center,-95.5480628,42.7591497,42.75915,-95.548063,
7317,Allender Chiropractic Offices,-95.5511183,42.7505389,42.750539,-95.551118,
7318,Cherokee Family Practice Center,-95.551674,42.7508166,42.750817,-95.551674,
7319,Hilltop Care Center,-95.5508406,42.7585942,42.758594,-95.550841,
7320,Kennedy Chiropractic Office,-95.5522293,42.7410945,42.741095,-95.552229,
7321,Iowa Osteopathic Institute,-95.5511182,42.7388723,42.738872,-95.551118,
7322,Saint Lukes Gordon Recovery Center,-95.5519518,42.7494277,42.749428,-95.551952,
7323,Family Vision Clinic,-95.551674,42.7555387,42.755539,-95.551674,
7324,West Bluff Medical Associates Building,-95.551674,42.7549832,42.754983,-95.551674,
7325,Marcus Clinic Floyd Valley Hospital,-95.8077912,42.8249863,42.824986,-95.807791,
7326,Marcus Chiropractic Health Center,-95.808069,42.8252641,42.825264,-95.808069,
7327,Heartland Care Center,-95.800291,42.8194306,42.819431,-95.800291,
7328,Sioux Valley Medical Association - Marcus,-95.8077912,42.8266529,42.826653,-95.807791,
7329,Aurelia Medical Clinic,-95.4369479,42.7130378,42.713038,-95.436948,
7330,Sunset Knoll Retirement Home,-95.440837,42.71526,42.71526,-95.440837,
7331,Country View Manor Incorporated,-95.7450157,43.4105244,43.410524,-95.745016,
7332,Wiese Chiropractic Office,-95.7508493,43.403858,43.403858,-95.750849,
7333,Sibley Eye Care Center,-95.7508493,43.3996915,43.399692,-95.750849,
7334,Sibley Family and Sports Chiropractic Center,-95.751127,43.3996915,43.399692,-95.751127,
7335,Friendly Dental Clinic,-95.7500159,43.402747,43.402747,-95.750016,
7336,Family Medicine Clinic,-95.7430712,43.4102466,43.410247,-95.743071,
7337,Northwest Iowa Urologists Center,-95.7430712,43.4102466,43.410247,-95.743071,
7338,Osceola Community Hospital,-95.7430185,43.4102974,43.410297,-95.743018,
7339,Sibley Care Center,-95.7430712,43.4113577,43.411358,-95.743071,
7340,Avera Holy Family Hospital,-94.8336026,43.4096603,43.40966,-94.833603,
7341,Northwest Iowa Urologists Center,-94.8335974,43.4099587,43.409959,-94.833597,
7342,Estherville Medical Clinic,-94.8333197,43.4110698,43.41107,-94.83332,
7343,Northwest Iowa Podiatry Associates Center,-94.8377642,43.4016256,43.401626,-94.837764,
7344,Armstrong Medical Clinic,-94.4796971,43.3960697,43.39607,-94.479697,
7345,Turner Clinic,-94.4805305,43.3988474,43.398847,-94.48053,
7346,Dickinson County Memorial Hospital,-95.1244397,43.4177403,43.41774,-95.12444,
7347,Lakes Family Practice Center,-95.1244397,43.4177403,43.41774,-95.12444,
7348,Spirit Lake Medical Center,-95.1244397,43.4177403,43.41774,-95.12444,
7349,Spine Injury and Pain Center,-95.1136061,43.4219066,43.421907,-95.113606,
7350,Moore Medical Services Center,-95.1255509,43.4191292,43.419129,-95.125551,
7351,Chiropractic Associates Center,-95.1247174,43.4160736,43.416074,-95.124717,
7352,Family Dentistry Center,-95.0988835,43.4232953,43.423295,-95.098883,
7353,Hilltop Care Center,-95.1222174,43.4213513,43.421351,-95.122217,
7354,Iowa Lakes Orthopaedics Center,-95.1258287,43.4180181,43.418018,-95.125829,
7355,Great Lakes Dental Center,-95.1274953,43.423018,43.423018,-95.127495,
7356,Spirit Lake Chiropractic Clinic,-95.0991613,43.4232953,43.423295,-95.099161,
7357,Olsten Health Services Center,-95.126662,43.4221846,43.422185,-95.126662,
7358,Lake Park Community Health Center,-95.3208337,43.45552,43.45552,-95.320834,
7359,Lake Park Care Center,-95.3208337,43.45552,43.45552,-95.320834,
7360,Family Dentistry Center,-95.3208337,43.45552,43.45552,-95.320834,
7361,Ditsworth Chiropractic Clinic,-95.3211114,43.4541311,43.454131,-95.321111,
7362,Mercy Family Care Center - Milford,-95.1544406,43.3485749,43.348575,-95.154441,
7363,Klemme Chiropractic Clinic,-95.1480515,43.3330195,43.33302,-95.148051,
7364,Chiropractic Clinic,-95.1502738,43.3207974,43.320797,-95.150274,
7365,Milford Nursing Center,-95.159163,43.3282975,43.328298,-95.159163,
7366,Schwartz Chiropractic Clinic,-95.1019392,43.4230176,43.423018,-95.101939,
7367,Mid Coast Hospital,-69.8901822,43.9062944,43.906294,-69.890182,
7368,Rumford Hospital,-70.5564341,44.5515771,44.551577,-70.556434,
7369,Stephens Memorial Hospital,-70.5324099,44.2101653,44.210165,-70.53241,
7370,Redington Fairview General Hospital,-69.7133014,44.7589435,44.758944,-69.713301,
7371,Central Maine Medical Center,-70.2145153,44.1017366,44.101737,-70.214515,
7372,Elan Rehabilitation Center,-70.386167,44.0072955,44.007296,-70.386167,
7373,Healey Asylum (historical),-70.2133875,44.0964622,44.096462,-70.213387,
7374,Saint Mary Regional Medical Center,-70.1997066,44.1017061,44.101706,-70.199707,
7375,Atlantic Rehabilitation and Nursing Center,-67.2697147,45.179519,45.179519,-67.269715,
7376,Calais Regional Hospital,-67.2686391,45.1795866,45.179587,-67.268639,
7377,Down East Community Hospital,-67.4758535,44.7139688,44.713969,-67.475853,
7378,Camden Health Care Center,-69.0736487,44.2014679,44.201468,-69.073649,
7379,Mid-Coast Mental Health Center,-69.1105962,44.1003583,44.100358,-69.110596,
7380,Pen Bay Medical Center,-69.0850143,44.1440835,44.144084,-69.085014,
7381,Miles Memorial Hospital,-69.5306624,44.0261293,44.026129,-69.530662,
7382,Saint Andrews Hospital Healthcare Center,-69.6387861,43.8504129,43.850413,-69.638786,
7383,Charles A Dean Memorial Hospital,-69.6113355,45.4588759,45.458876,-69.611335,
7384,Mayo Regional Hospital,-69.2379912,45.18767,45.18767,-69.237991,
7385,The Aroostook Medical Center,-67.9984285,46.6749859,46.674986,-67.998428,
7386,Aroostook Medical Hospital Center,-67.8711358,46.5175417,46.517542,-67.871136,
7387,Cary Medical Center,-68.0083238,46.8795795,46.87958,-68.008324,
7388,The Aroostook Medical Center Fort Fairfield Health Center,-67.8377976,46.7733099,46.77331,-67.837798,
7389,Houlton Regional Hospital,-67.8432772,46.1337834,46.133783,-67.843277,
7390,Northern Maine Medical Center,-68.5918655,47.265581,47.265581,-68.591865,
7391,Southern Maine Health Care Sanford Medical Center,-70.7671351,43.4483973,43.448397,-70.767135,
7392,Kennebunk Health and Homecare Services,-70.5511641,43.3736963,43.373696,-70.551164,
7393,Sanford F Petts Health Center,-70.3908829,43.4584186,43.458419,-70.390883,
7394,Southern Maine Health Care,-70.4903941,43.4775645,43.477565,-70.490394,
7395,York Hospital,-70.6518855,43.142493,43.142493,-70.651885,
7396,Blue Hill Memorial Hospital,-68.5871965,44.4116272,44.411627,-68.587196,
7397,Castine Community Hospital,-68.7972522,44.3914657,44.391466,-68.797252,
7398,Mount Desert Island Hospital,-68.2020528,44.3848372,44.384837,-68.202053,
7399,Sonogee Rehabilitation and Living Center,-68.231403,44.4011902,44.40119,-68.231403,
7400,Southwest Harbor Medical Center,-68.3269612,44.2806358,44.280636,-68.326961,
7401,Summit House Health Care Center,-68.2264027,44.3936903,44.39369,-68.226403,
7402,Bridgton Medical Center,-70.2919933,43.665915,43.665915,-70.291993,
7403,Dudley Coe Infirmary,-69.959772,43.9078579,43.907858,-69.959772,
7404,Freeport Nursing and Rehabilitation Center,-70.0997724,43.8581354,43.858135,-70.099772,
7405,Maine Eye and Ear Infirmary (historical),-70.273104,43.653971,43.653971,-70.273104,
7406,New England Rehabilitation Hospital of Portland,-70.2918687,43.6662189,43.666219,-70.291869,
7407,Bridgton Hospital,-70.7153242,44.0462462,44.046246,-70.715324,
7408,Osteopathic Hospital of Maine,-70.3250497,43.6773033,43.677303,-70.32505,
7409,State Street Hospital (historical),-70.2622704,43.6481379,43.648138,-70.26227,
7410,Mercy Westbrook Hospital,-70.3569332,43.687884,43.687884,-70.356933,
7411,Bangor City Nursing Facility,-68.8003143,44.8075707,44.807571,-68.800314,
7412,Bangor Community Hospital,-68.8008699,44.8061818,44.806182,-68.80087,
7413,Healthworks of Saint Joseph Hospital,-68.7847584,44.8292371,44.829237,-68.784758,
7414,Millinocket Regional Hospital,-68.7157822,45.6528456,45.652846,-68.715782,
7415,Penobscot Valley Hospital,-68.5171281,45.347975,45.347975,-68.517128,
7416,Saint Joseph Home Health-Hospice,-68.7680914,44.8125708,44.812571,-68.768091,
7417,United States Army Reserve Hospital,-68.800249,44.80696,44.80696,-68.800249,
7418,Columbia Portsmouth Pavilion,-70.7925539,43.064255,43.064255,-70.792554,
7419,Portsmouth Regional Hospital,-70.7894712,43.0648265,43.064827,-70.789471,
7420,Exeter Hospital Seabrook,-70.8714424,42.8914791,42.891479,-70.871442,
7421,Exeter Hospital,-70.9357676,42.9824358,42.982436,-70.935768,
7422,Hampstead Hospital,-71.1541991,42.8716293,42.871629,-71.154199,
7423,Northeast Rehabilitation Hospital,-71.1852407,42.7647363,42.764736,-71.185241,
7424,Nutfield Surgicenter,-71.320341,42.8778647,42.877865,-71.320341,
7425,Frisbie Memorial Hospital,-70.959968,43.297671,43.297671,-70.959968,
7426,Belknap County Nursing Home,-71.4845181,43.5431321,43.543132,-71.484518,
7427,Lakes Region General Hospital,-71.4627525,43.5283687,43.528369,-71.462752,
7428,Larkvale Home Nursing Home,-71.4634064,43.5206326,43.520633,-71.463406,
7429,McKerley Health Care Center,-71.4875737,43.5397987,43.539799,-71.487574,
7430,Taylor Home Nursing Home,-71.4642398,43.53841,43.53841,-71.46424,
7431,Brookside Hospital,-71.5334012,42.7939765,42.793977,-71.533401,
7432,Catholic Medical Center,-71.4744408,42.9913929,42.991393,-71.474441,
7433,Crotched Mountain Specialty Hospital,-71.8746565,42.9718229,42.971823,-71.874656,
7434,Elliot One Day Surgery Center,-71.4383998,42.9842511,42.984251,-71.4384,
7435,Lahey Hitchcock Clinic,-71.4770116,42.9606403,42.96064,-71.477012,
7436,Lake Shore Hospital,-71.4028434,42.9817513,42.981751,-71.402843,
7437,Monadnock Community Hospital,-71.9404783,42.8930131,42.893013,-71.940478,
7438,Nasha Brookside Hospital,-71.5417348,42.8039763,42.803976,-71.541735,
7439,Southern New Hampshire Medical Center,-71.4620363,42.7562813,42.756281,-71.462036,
